travel_id,cnic,passenger_name,address,city,province,date,passport_no,travel_type,destination_country,airline,ticket_cost_pkr,hotel_cost_pkr,total_travel_cost_pkr
TRV-2026-515315,42101-1000740-0,Usman Malik Sahib,"House 684, Street 27, Cantt, Multan",Multan,Punjab,2026-10-29,AB8122811,Tourism,Istanbul,Saudia,758752,1443474,2202226
TRV-2018-782975,61101-1000818-6,H. Shah,"House 819, Street 6, New Pind, Sukkur",Sukkur,Sindh,2018-09-29,AB7995206,Tourism,Riyadh,PIA,216209,872619,1088828
TRV-2026-356870,61101-1000818-6,Chaudhry Hira Shah,"House 819, Street 6, New Pind, Sukkur",Sukkur,Sindh,2026-01-24,XY5286097,Business,Kuala Lumpur,Emirates,549638,1176865,1726503
TRV-2020-413501,35202-1000467-9,Umer Farooq,"House 524, Street 7, Civil Lines, Gujranwala",Gujranwala,Punjab,2020-08-25,PK9279947,Business,Abu Dhabi,Emirates,512044,1438595,1950639
TRV-2017-587715,17301-1000077-9,Ayesha Khan Sahib,"House 194, Street 27, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2017-07-31,PK5741240,Umrah,Kuala Lumpur,Turkish Airlines,405652,655097,1060749
TRV-2021-484229,45501-1001332-4,Ali Raza Sahib,"House 971, Street 22, Civil Lines, Gujranwala",Gujranwala,Punjab,2021-12-27,XY6674124,Tourism,Bangkok,Qatar Airways,485293,1026041,1511334
TRV-2016-304564,35202-1001271-7,Chaudhry Saad Qureshi,"House 348, Street 17, F-10, Islamabad",Islamabad,Islamabad,2016-09-03,PK1506445,Business,Istanbul,Airblue,700704,566219,1266923
TRV-2024-419376,42101-1000937-9,Ahmed Baig,"House 67, Street 34, Satellite Town, Gujranwala",Gujranwala,Punjab,2024-09-09,CD7961219,Business,Istanbul,Turkish Airlines,541257,516293,1057550
TRV-2026-681871,35202-1001701-7,Chaudhry Taha Hussain,"House 320, Street 1, Latifabad, Hyderabad",Hyderabad,Sindh,2026-01-10,XY3512215,Family Visit,Dubai,Airblue,632675,1096105,1728780
TRV-2016-348374,61101-1000498-6,Chaudhry Fatima Ali,"House 41, Street 18, Satellite Town, Gujranwala",Gujranwala,Punjab,2016-01-08,AB6993414,Business,Kuala Lumpur,Airblue,423072,1443101,1866173
TRV-2022-584113,61101-1000498-6,Fatima Ali Sahib,"House 41, Street 18, Satellite Town, Gujranwala",Gujranwala,Punjab,2022-08-11,PK7387011,Tourism,Bangkok,Emirates,538924,191792,730716
TRV-2016-332399,17301-1001117-9,Khalid Malik,"House 887, Street 5, Bahria Town, Lahore",Lahore,Punjab,2016-12-12,XY9799050,International,Riyadh,Turkish Airlines,126589,101452,228041
TRV-2017-385255,45501-1001359-3,N. Hussain,"House 12, Street 16, Gulgasht, Multan",Multan,Punjab,2017-02-06,AB4773788,Tourism,Bangkok,Turkish Airlines,562315,904757,1467072
TRV-2026-569976,61101-1001848-6,Kamran Qureshi,"House 170, Street 34, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2026-01-02,PK4405022,Business,Baku,Qatar Airways,276642,241087,517729
TRV-2026-711610,61101-1001848-6,Kamran Qureshi,"House 170, Street 34, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2026-10-20,XY4919427,Family Visit,London,Emirates,172015,1216689,1388704
TRV-2023-515234,54400-1000668-6,Hassan Khan,"House 696, Street 3, Bosan Road, Multan",Multan,Punjab,2023-06-16,PK5490223,Family Visit,Bangkok,Qatar Airways,599640,1033748,1633388
TRV-2018-946472,17301-1000159-3,Rabia Noor Sahib,"House 746, Street 19, Madina Town, Faisalabad",Faisalabad,Punjab,2018-03-05,CD9462440,Family Visit,Abu Dhabi,Airblue,225991,1406374,1632365
TRV-2023-518247,17301-1000159-3,R. Noor,"House 746, Street 19, Madina Town, Faisalabad",Faisalabad,Punjab,2023-06-23,AB6007409,International,Kuala Lumpur,Airblue,348251,499092,847343
TRV-2025-165659,35202-1001428-6,Kamran Qureshi Sahib,"House 644, Street 21, People Colony, Faisalabad",Faisalabad,Punjab,2025-01-25,AB8779718,Umrah,Istanbul,SereneAir,118679,978864,1097543
TRV-2021-248609,17301-1001476-2,Hamza Sheikh Sahib,"House 466, Street 29, Jinnah Town, Quetta",Quetta,Balochistan,2021-04-22,PK4387729,Business,Doha,SereneAir,439759,1008581,1448340
TRV-2017-821936,17301-1000814-8,S. Iqbal,"House 107, Street 24, G-11, Islamabad",Islamabad,Islamabad,2017-01-13,PK9191743,Business,Kuala Lumpur,Airblue,443162,1235501,1678663
TRV-2017-229330,17301-1000814-8,Sana Iqbal,"House 107, Street 24, G-11, Islamabad",Islamabad,Islamabad,2017-05-26,PK9631662,Family Visit,Bangkok,SereneAir,339957,466128,806085
TRV-2020-275345,17301-1000814-8,S. Iqbal,"House 107, Street 24, G-11, Islamabad",Islamabad,Islamabad,2020-11-15,PK4166922,Umrah,Doha,PIA,566977,247435,814412
TRV-2026-355425,42101-1001807-9,Chaudhry Muneeb Akhtar,"House 295, Street 2, University Road, Peshawar",Peshawar,KPK,2026-10-29,PK7414757,Family Visit,London,SereneAir,188403,1029241,1217644
TRV-2016-575670,42101-1001807-9,Muneeb Akhtar,"House 295, Street 2, University Road, Peshawar",Peshawar,KPK,2016-03-12,PK1392680,Business,Abu Dhabi,Emirates,234788,889555,1124343
TRV-2018-953056,17301-1000533-1,Fatima Ali,"House 800, Street 7, Chaklala, Rawalpindi",Rawalpindi,Punjab,2018-06-08,CD6920105,Umrah,Bangkok,Saudia,802638,841678,1644316
TRV-2025-173780,17301-1000533-1,Fatima Ali,"House 800, Street 7, Chaklala, Rawalpindi",Rawalpindi,Punjab,2025-10-28,PK1868873,Umrah,Baku,Emirates,600731,862418,1463149
TRV-2016-263923,45501-1000677-9,Umer Farooq,"House 270, Street 9, DHA Multan, Multan",Multan,Punjab,2016-06-28,AB8383988,Umrah,Riyadh,PIA,181702,1057435,1239137
TRV-2016-964097,17301-1000335-5,I. Siddiqui,"House 958, Street 22, F-10, Islamabad",Islamabad,Islamabad,2016-04-07,XY3307500,Umrah,Jeddah,Emirates,697737,1346422,2044159
TRV-2022-999743,54400-1001285-5,Chaudhry Sara Ahmed,"House 813, Street 7, Gulbahar, Peshawar",Peshawar,KPK,2022-01-16,PK3268132,Umrah,Abu Dhabi,Airblue,391375,1135144,1526519
TRV-2017-229016,54400-1001285-5,Chaudhry Sara Ahmed,"House 813, Street 7, Gulbahar, Peshawar",Peshawar,KPK,2017-10-20,PK2166879,Umrah,Istanbul,Qatar Airways,112646,79584,192230
TRV-2020-204091,35202-1000979-3,Amna Chaudhry,"House 956, Street 1, Clifton, Karachi",Karachi,Sindh,2020-04-09,XY5799627,Umrah,Istanbul,Airblue,548435,1077527,1625962
TRV-2017-725580,33100-1001955-5,Chaudhry Huma Ghani,"House 536, Street 9, Nazimabad, Karachi",Karachi,Sindh,2017-05-06,CD2196100,Business,Baku,Turkish Airlines,438893,988426,1427319
TRV-2016-812234,33100-1001955-5,Huma Ghani Sahib,"House 536, Street 9, Nazimabad, Karachi",Karachi,Sindh,2016-04-13,CD4591738,Business,London,Emirates,383086,117427,500513
TRV-2021-194023,33100-1001955-5,Chaudhry Huma Ghani,"House 536, Street 9, Nazimabad, Karachi",Karachi,Sindh,2021-02-05,PK8123896,Business,London,Turkish Airlines,581743,316097,897840
TRV-2024-513933,33100-1000477-9,Muneeb Akhtar,"House 675, Street 7, Nazimabad, Karachi",Karachi,Sindh,2024-12-03,XY7688479,Umrah,London,Airblue,756341,955658,1711999
TRV-2019-363156,33100-1000371-7,Taha Hussain,"House 109, Street 31, Cantt, Multan",Multan,Punjab,2019-06-23,PK2648084,Umrah,Istanbul,Qatar Airways,340440,1473734,1814174
TRV-2018-865889,33100-1000371-7,T. Hussain,"House 109, Street 31, Cantt, Multan",Multan,Punjab,2018-05-30,CD5343382,Umrah,London,Airblue,297907,941765,1239672
TRV-2020-605755,33100-1001541-7,Muhammad Ahmed,"House 100, Street 6, DHA Phase 2, Islamabad",Islamabad,Islamabad,2020-08-23,AB4326137,Tourism,Jeddah,Airblue,373285,565076,938361
TRV-2026-700997,33100-1001541-7,Muhammad Ahmed,"House 100, Street 6, DHA Phase 2, Islamabad",Islamabad,Islamabad,2026-08-27,PK4553836,Business,Kuala Lumpur,SereneAir,579113,1175407,1754520
TRV-2020-717159,61101-1001650-0,U. Malik,"House 468, Street 19, Saddar, Rawalpindi",Rawalpindi,Punjab,2020-10-11,CD6213574,Business,Kuala Lumpur,Turkish Airlines,96278,1086678,1182956
TRV-2025-490518,61101-1001650-0,Usman Malik,"House 468, Street 19, Saddar, Rawalpindi",Rawalpindi,Punjab,2025-06-21,CD8461423,Business,Baku,Qatar Airways,577748,1100067,1677815
TRV-2026-307855,45501-1000564-8,Chaudhry Bilal Ahmed,"House 507, Street 13, D Ground, Faisalabad",Faisalabad,Punjab,2026-05-27,PK7228368,Business,Doha,Turkish Airlines,448090,422742,870832
TRV-2022-955044,61101-1000380-0,Huma Ghani,"House 619, Street 28, Civil Lines, Gujranwala",Gujranwala,Punjab,2022-12-13,CD7276484,Family Visit,Bangkok,PIA,473810,615079,1088889
TRV-2017-805184,61101-1000380-0,Huma Ghani,"House 619, Street 28, Civil Lines, Gujranwala",Gujranwala,Punjab,2017-06-05,XY4190604,International,Abu Dhabi,Airblue,626906,1193741,1820647
TRV-2018-855913,61101-1000380-0,Huma Ghani,"House 619, Street 28, Civil Lines, Gujranwala",Gujranwala,Punjab,2018-07-07,AB2023730,International,Dubai,Saudia,381830,332271,714101
TRV-2026-112082,54400-1000313-1,Chaudhry Shazia Butt,"House 941, Street 16, F-10, Islamabad",Islamabad,Islamabad,2026-04-04,AB9067453,Business,Kuala Lumpur,PIA,191764,916179,1107943
TRV-2021-727121,33100-1000809-3,B. Ahmed,"House 466, Street 24, Clifton, Karachi",Karachi,Sindh,2021-05-12,AB6010530,Business,Baku,Emirates,122731,220218,342949
TRV-2016-879443,35202-1000388-6,Hassan Khan Sahib,"House 446, Street 24, Satellite Town, Quetta",Quetta,Balochistan,2016-12-29,CD9813313,Family Visit,Doha,Turkish Airlines,411113,303203,714316
TRV-2023-319106,35202-1000388-6,H. Khan,"House 446, Street 24, Satellite Town, Quetta",Quetta,Balochistan,2023-06-14,PK8639165,International,Dubai,SereneAir,479672,681254,1160926
TRV-2019-434566,61101-1001435-5,W. Akram,"House 759, Street 26, Chaklala, Rawalpindi",Rawalpindi,Punjab,2019-06-19,XY2084012,Business,Kuala Lumpur,Airblue,613158,829855,1443013
TRV-2019-681340,33100-1000187-9,Umer Farooq,"House 319, Street 8, Satellite Town, Quetta",Quetta,Balochistan,2019-01-29,CD5179165,International,Riyadh,Qatar Airways,689125,769697,1458822
TRV-2021-847707,33100-1000187-9,Umer Farooq Sahib,"House 319, Street 8, Satellite Town, Quetta",Quetta,Balochistan,2021-03-03,AB1124500,International,Jeddah,PIA,374048,676873,1050921
TRV-2016-739382,45501-1001012-4,K. Malik,"House 363, Street 35, Bahria Enclave, Islamabad",Islamabad,Islamabad,2016-08-15,CD5740134,International,Doha,Airblue,426409,805543,1231952
TRV-2020-780247,45501-1001012-4,K. Malik,"House 363, Street 35, Bahria Enclave, Islamabad",Islamabad,Islamabad,2020-07-08,XY5441057,International,Riyadh,Turkish Airlines,795546,703616,1499162
TRV-2025-880901,54400-1001961-7,Muhammad Ahmed,"House 462, Street 28, E-11, Islamabad",Islamabad,Islamabad,2025-04-17,AB1536927,Family Visit,Doha,SereneAir,329959,1090598,1420557
TRV-2020-780954,54400-1001345-5,Danish Butt,"House 287, Street 12, Shah Rukn-e-Alam, Multan",Multan,Punjab,2020-11-07,XY9775616,Umrah,Abu Dhabi,Emirates,412023,1462659,1874682
TRV-2026-368652,35202-1001865-5,Chaudhry Zainab Ahmed,"House 101, Street 23, Satellite Town, Quetta",Quetta,Balochistan,2026-08-13,CD8726239,Tourism,London,Turkish Airlines,420241,210673,630914
TRV-2023-501287,45501-1000796-2,Mariam Malik,"House 403, Street 29, Gulgasht, Multan",Multan,Punjab,2023-06-22,AB6976076,Umrah,Doha,Airblue,694097,1465637,2159734
TRV-2025-111546,17301-1000082-4,Umer Farooq,"House 989, Street 14, Bosan Road, Multan",Multan,Punjab,2025-05-04,CD4467523,Business,Doha,Saudia,680982,1269669,1950651
TRV-2022-831263,17301-1000773-1,H. Khan,"House 561, Street 11, Chaklala, Rawalpindi",Rawalpindi,Punjab,2022-07-29,AB7530715,International,Doha,SereneAir,264469,407996,672465
TRV-2023-608194,17301-1000773-1,Hassan Khan,"House 561, Street 11, Chaklala, Rawalpindi",Rawalpindi,Punjab,2023-01-25,CD7439390,Tourism,London,SereneAir,833588,599977,1433565
TRV-2018-466523,17301-1000023-1,A. Iqbal,"House 39, Street 21, Model Town, Gujranwala",Gujranwala,Punjab,2018-07-14,XY1042430,Umrah,Riyadh,Airblue,567349,1420290,1987639
TRV-2025-108059,17301-1000023-1,Asad Iqbal,"House 39, Street 21, Model Town, Gujranwala",Gujranwala,Punjab,2025-04-03,XY3939099,International,Baku,Saudia,208367,1431931,1640298
TRV-2023-251698,17301-1000023-1,Asad Iqbal,"House 39, Street 21, Model Town, Gujranwala",Gujranwala,Punjab,2023-01-03,XY7168915,International,Kuala Lumpur,Qatar Airways,192084,1497514,1689598
TRV-2017-456371,61101-1000546-2,Chaudhry Taha Hussain,"House 192, Street 12, Madina Town, Faisalabad",Faisalabad,Punjab,2017-01-14,PK8399395,Umrah,Riyadh,Qatar Airways,407341,472036,879377
TRV-2023-799818,45501-1001093-1,Fatima Ali,"House 640, Street 34, Clifton, Karachi",Karachi,Sindh,2023-02-18,CD4949475,Umrah,London,Qatar Airways,788146,407995,1196141
TRV-2018-379211,42101-1001933-1,Fatima Ali,"House 540, Street 26, Chaklala, Rawalpindi",Rawalpindi,Punjab,2018-01-20,PK8674825,Business,Jeddah,Airblue,133617,904102,1037719
TRV-2024-296014,54400-1000134-8,Nida Hussain Sahib,"House 985, Street 12, Chaklala, Rawalpindi",Rawalpindi,Punjab,2024-10-08,PK8032431,Umrah,Doha,Emirates,199869,583549,783418
TRV-2020-789940,54400-1000134-8,Nida Hussain,"House 985, Street 12, Chaklala, Rawalpindi",Rawalpindi,Punjab,2020-02-21,XY4053893,International,Dubai,Qatar Airways,745033,725664,1470697
TRV-2020-876825,61101-1001549-3,Chaudhry Sana Iqbal,"House 556, Street 24, Satellite Town, Quetta",Quetta,Balochistan,2020-03-29,CD4849075,Umrah,Jeddah,Emirates,555105,307262,862367
TRV-2020-176790,54400-1000465-5,Chaudhry Zainab Ahmed,"House 757, Street 9, Military Road, Sukkur",Sukkur,Sindh,2020-11-25,PK7338314,Tourism,Riyadh,Turkish Airlines,317353,92368,409721
TRV-2016-196013,42101-1000602-4,Chaudhry Ayesha Khan,"House 512, Street 32, Qasimabad, Hyderabad",Hyderabad,Sindh,2016-12-12,CD3554005,Business,Istanbul,Airblue,642439,1172749,1815188
TRV-2026-708273,17301-1000995-5,Danish Butt,"House 903, Street 25, Satellite Town, Quetta",Quetta,Balochistan,2026-08-30,PK8064238,International,Kuala Lumpur,Qatar Airways,286240,816993,1103233
TRV-2021-984612,42101-1000106-2,Chaudhry Muhammad Ahmed,"House 820, Street 26, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2021-11-10,CD1651063,Umrah,London,Emirates,616735,261773,878508
TRV-2018-628448,42101-1000106-2,Muhammad Ahmed,"House 820, Street 26, Gulshan-e-Iqbal, Karachi",Karachi,Sindh,2018-07-23,PK5055581,Business,Baku,PIA,557134,1425300,1982434
TRV-2023-416926,45501-1001699-3,R. Noor,"House 914, Street 21, Hayatabad, Peshawar",Peshawar,KPK,2023-04-06,CD5897519,Tourism,Riyadh,Qatar Airways,707935,964969,1672904
TRV-2016-303931,54400-1000972-4,Ahmed Baig Sahib,"House 976, Street 14, Saddar, Rawalpindi",Rawalpindi,Punjab,2016-04-08,AB7657976,Umrah,Doha,Turkish Airlines,147408,1313155,1460563
TRV-2021-466198,54400-1000972-4,Ahmed Baig,"House 976, Street 14, Saddar, Rawalpindi",Rawalpindi,Punjab,2021-12-17,XY7182308,Business,Doha,PIA,414189,765227,1179416
TRV-2019-749308,42101-1000126-2,Taha Hussain,"House 609, Street 7, DHA Multan, Multan",Multan,Punjab,2019-11-16,XY1650358,Tourism,Doha,Turkish Airlines,656056,412068,1068124
TRV-2022-600716,45501-1000613-1,K. Javed,"House 201, Street 29, People Colony, Faisalabad",Faisalabad,Punjab,2022-05-14,XY1382907,Family Visit,Dubai,Airblue,512685,175913,688598
TRV-2017-373739,61101-1001081-7,N. Raza,"House 226, Street 33, Cantt, Multan",Multan,Punjab,2017-06-01,PK7279900,International,London,PIA,181139,364218,545357
TRV-2023-183408,33100-1001826-2,Hamza Sheikh Sahib,"House 938, Street 3, Saddar, Rawalpindi",Rawalpindi,Punjab,2023-11-22,CD9934608,Tourism,Abu Dhabi,Qatar Airways,606964,975841,1582805
TRV-2018-794349,61101-1000788-6,K. Javed,"House 788, Street 27, Auto Bhan, Hyderabad",Hyderabad,Sindh,2018-02-13,PK7442629,International,Bangkok,Turkish Airlines,249110,377604,626714
TRV-2022-915062,35202-1000166-2,Mariam Malik Sahib,"House 153, Street 20, New Pind, Sukkur",Sukkur,Sindh,2022-06-09,AB2395019,Umrah,Bangkok,SereneAir,880528,1377234,2257762
TRV-2016-483238,42101-1001577-9,Ali Raza Sahib,"House 940, Street 8, University Road, Peshawar",Peshawar,KPK,2016-02-13,XY4751615,Umrah,Istanbul,SereneAir,273520,1496945,1770465
TRV-2023-109801,35202-1000984-8,Bilal Ahmed,"House 69, Street 4, Hayatabad, Peshawar",Peshawar,KPK,2023-02-23,AB5588839,Tourism,Dubai,Qatar Airways,535430,270309,805739
TRV-2024-272551,35202-1000984-8,B. Ahmed,"House 69, Street 4, Hayatabad, Peshawar",Peshawar,KPK,2024-09-03,PK5467808,Tourism,Kuala Lumpur,PIA,381200,1330283,1711483
TRV-2024-448464,35202-1000984-8,Chaudhry Bilal Ahmed,"House 69, Street 4, Hayatabad, Peshawar",Peshawar,KPK,2024-09-19,AB6791788,Tourism,Istanbul,Qatar Airways,565510,1006480,1571990
TRV-2025-115904,33100-1000744-8,Sana Iqbal Sahib,"House 100, Street 9, Cantt, Quetta",Quetta,Balochistan,2025-04-29,PK5320570,Umrah,Baku,Saudia,302218,1020965,1323183
TRV-2026-683767,45501-1001377-9,Umer Farooq,"House 976, Street 3, Chaklala, Rawalpindi",Rawalpindi,Punjab,2026-10-03,AB5821403,Business,Bangkok,SereneAir,619793,1188406,1808199
TRV-2022-988093,35202-1001644-8,A. Chaudhry,"House 150, Street 16, PWD, Rawalpindi",Rawalpindi,Punjab,2022-07-18,XY4211382,Umrah,Riyadh,SereneAir,180881,668496,849377
TRV-2026-782158,35202-1001644-8,Amna Chaudhry,"House 150, Street 16, PWD, Rawalpindi",Rawalpindi,Punjab,2026-03-12,XY5195429,Family Visit,London,PIA,460421,1337849,1798270
TRV-2025-254334,54400-1000094-8,Laiba Khan,"House 177, Street 25, Qasimabad, Hyderabad",Hyderabad,Sindh,2025-10-24,XY4230351,Family Visit,Kuala Lumpur,PIA,372306,1350518,1722824
TRV-2024-924562,61101-1001712-4,Khalid Malik Sahib,"House 719, Street 26, F-10, Islamabad",Islamabad,Islamabad,2024-06-02,XY4568043,Business,Dubai,Saudia,754945,578904,1333849
TRV-2018-261135,54400-1001006-2,M. Malik,"House 907, Street 1, Barrage Road, Sukkur",Sukkur,Sindh,2018-12-30,CD3017515,International,Jeddah,Qatar Airways,663006,751160,1414166
TRV-2016-803908,54400-1001006-2,Chaudhry Mariam Malik,"House 907, Street 1, Barrage Road, Sukkur",Sukkur,Sindh,2016-08-31,XY2827549,Tourism,Abu Dhabi,Emirates,671555,969807,1641362
TRV-2020-478797,54400-1001006-2,Mariam Malik,"House 907, Street 1, Barrage Road, Sukkur",Sukkur,Sindh,2020-06-07,CD6299670,Family Visit,Abu Dhabi,Emirates,534038,604474,1138512
TRV-2016-458433,42101-1001115-5,Chaudhry Huma Ghani,"House 651, Street 11, Cantt, Quetta",Quetta,Balochistan,2016-04-17,PK1151224,Umrah,Abu Dhabi,Airblue,891945,933805,1825750
TRV-2017-814901,35202-1000061-7,Chaudhry Mariam Malik,"House 299, Street 34, Jinnah Town, Quetta",Quetta,Balochistan,2017-01-20,XY7980135,Family Visit,Istanbul,Turkish Airlines,230187,499308,729495
TRV-2026-765900,33100-1001021-7,Chaudhry Hamza Sheikh,"House 682, Street 9, Shah Rukn-e-Alam, Multan",Multan,Punjab,2026-07-09,CD2265677,Umrah,Jeddah,Emirates,687996,242436,930432
TRV-2016-946747,61101-1001563-1,A. Iqbal,"House 842, Street 29, Warsak Road, Peshawar",Peshawar,KPK,2016-12-12,CD8678805,Business,Dubai,Saudia,169226,821423,990649
TRV-2018-964927,61101-1001563-1,A. Iqbal,"House 842, Street 29, Warsak Road, Peshawar",Peshawar,KPK,2018-09-10,PK1275461,Business,Dubai,Qatar Airways,850883,589672,1440555
TRV-2024-965927,61101-1001563-1,Asad Iqbal,"House 842, Street 29, Warsak Road, Peshawar",Peshawar,KPK,2024-10-21,AB7754534,International,London,Emirates,869497,382880,1252377
TRV-2021-484485,45501-1000180-0,Usman Malik,"House 26, Street 32, DHA Phase 2, Islamabad",Islamabad,Islamabad,2021-11-04,XY7644550,Tourism,Jeddah,PIA,407483,643380,1050863
TRV-2020-459530,45501-1000180-0,Chaudhry Usman Malik,"House 26, Street 32, DHA Phase 2, Islamabad",Islamabad,Islamabad,2020-04-12,PK7666710,Umrah,Abu Dhabi,Airblue,870094,951746,1821840
TRV-2024-132873,54400-1001821-7,Muhammad Ahmed,"House 881, Street 26, Jinnah Town, Quetta",Quetta,Balochistan,2024-04-02,AB5497874,Umrah,Jeddah,Turkish Airlines,362122,1297562,1659684
TRV-2020-891786,61101-1000455-5,Chaudhry Waseem Akram,"House 89, Street 8, Gulberg, Faisalabad",Faisalabad,Punjab,2020-03-25,CD3948815,International,London,Qatar Airways,375119,247484,622603
TRV-2018-519469,61101-1000038-6,Hassan Khan Sahib,"House 577, Street 35, Johar Town, Lahore",Lahore,Punjab,2018-03-04,PK4848415,Business,Riyadh,Emirates,721185,125489,846674
TRV-2020-197281,61101-1000038-6,H. Khan,"House 577, Street 35, Johar Town, Lahore",Lahore,Punjab,2020-06-11,CD7536614,Umrah,Baku,Turkish Airlines,399778,379362,779140
TRV-2024-982472,54400-1000121-7,Fahad Mirza,"House 103, Street 1, Wapda Town, Gujranwala",Gujranwala,Punjab,2024-05-17,XY9971021,Family Visit,London,SereneAir,704784,1149936,1854720
TRV-2021-299584,33100-1000543-1,Kashif Javed Sahib,"House 63, Street 22, DHA Phase 2, Islamabad",Islamabad,Islamabad,2021-08-31,CD8621225,Family Visit,Kuala Lumpur,SereneAir,822892,1464733,2287625
TRV-2025-200471,35202-1001720-0,Usman Malik,"House 871, Street 5, DHA Phase 5, Lahore",Lahore,Punjab,2025-06-01,AB9404014,Tourism,Riyadh,Saudia,622478,988023,1610501
TRV-2018-450441,35202-1001571-7,Naveed Raza Sahib,"House 543, Street 6, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2018-05-29,AB5838904,Family Visit,Dubai,Emirates,112350,906100,1018450
TRV-2025-467833,33100-1001335-5,Usman Malik Sahib,"House 696, Street 14, Satellite Town, Quetta",Quetta,Balochistan,2025-09-11,XY1001703,Tourism,Riyadh,SereneAir,611597,908629,1520226
TRV-2022-210515,54400-1000276-2,Naveed Raza Sahib,"House 29, Street 35, Latifabad, Hyderabad",Hyderabad,Sindh,2022-10-15,AB6044340,International,London,Turkish Airlines,564891,285151,850042
TRV-2024-732995,61101-1000982-4,Ali Raza,"House 867, Street 26, D Ground, Faisalabad",Faisalabad,Punjab,2024-10-16,CD5046869,Family Visit,Riyadh,Saudia,780666,767792,1548458
TRV-2026-949645,54400-1000645-5,D. Butt,"House 284, Street 27, Hayatabad, Peshawar",Peshawar,KPK,2026-03-29,PK5609811,Business,Dubai,Turkish Airlines,844946,657156,1502102
TRV-2018-576539,54400-1000645-5,Chaudhry Danish Butt,"House 284, Street 27, Hayatabad, Peshawar",Peshawar,KPK,2018-11-02,AB6581208,Business,Abu Dhabi,Emirates,285756,1111146,1396902
TRV-2026-796238,54400-1000645-5,Danish Butt,"House 284, Street 27, Hayatabad, Peshawar",Peshawar,KPK,2026-11-19,XY8882862,International,Abu Dhabi,SereneAir,281275,1025380,1306655
TRV-2021-995390,54400-1001691-7,Saad Qureshi Sahib,"House 645, Street 18, Bosan Road, Multan",Multan,Punjab,2021-02-03,PK4502091,International,Dubai,Turkish Airlines,805499,1128850,1934349
TRV-2021-441475,45501-1001983-1,Asad Iqbal Sahib,"House 18, Street 11, Bosan Road, Multan",Multan,Punjab,2021-01-12,AB7625572,Tourism,Dubai,PIA,331971,534629,866600
TRV-2019-372505,35202-1001048-6,S. Butt,"House 286, Street 1, New Pind, Sukkur",Sukkur,Sindh,2019-11-16,CD6657995,International,Jeddah,SereneAir,525069,1456440,1981509
TRV-2022-305610,35202-1001048-6,Shazia Butt Sahib,"House 286, Street 1, New Pind, Sukkur",Sukkur,Sindh,2022-09-29,CD8816816,Tourism,Bangkok,Saudia,546724,793983,1340707
TRV-2019-600907,35202-1001048-6,Shazia Butt Sahib,"House 286, Street 1, New Pind, Sukkur",Sukkur,Sindh,2019-12-30,CD3834551,International,Istanbul,SereneAir,862740,842902,1705642
TRV-2016-814818,35202-1000470-0,Chaudhry Danish Butt,"House 172, Street 12, Satellite Town, Quetta",Quetta,Balochistan,2016-03-12,AB7003025,Tourism,Baku,Qatar Airways,126356,899872,1026228
TRV-2017-245118,54400-1001110-0,Sara Ahmed,"House 145, Street 4, DHA Phase 5, Lahore",Lahore,Punjab,2017-02-20,CD1790580,Business,Abu Dhabi,Airblue,434219,591942,1026161
TRV-2017-914683,45501-1001245-5,Imran Siddiqui,"House 383, Street 34, Gulberg, Lahore",Lahore,Punjab,2017-05-16,AB5909103,Business,Bangkok,Qatar Airways,529478,1461890,1991368
TRV-2018-341706,17301-1000403-1,Chaudhry Kashif Javed,"House 394, Street 28, Clifton, Karachi",Karachi,Sindh,2018-10-30,AB9917325,International,Jeddah,Airblue,427421,714461,1141882
TRV-2018-450895,33100-1000212-4,Chaudhry Ali Raza,"House 410, Street 21, Latifabad, Hyderabad",Hyderabad,Sindh,2018-03-31,AB7604009,Family Visit,Bangkok,Emirates,359142,472587,831729
TRV-2023-390456,17301-1001139-3,Chaudhry Rabia Noor,"House 455, Street 31, Gulbahar, Peshawar",Peshawar,KPK,2023-07-09,PK2414231,Umrah,Istanbul,Airblue,642579,57814,700393
TRV-2016-984177,17301-1001139-3,Rabia Noor,"House 455, Street 31, Gulbahar, Peshawar",Peshawar,KPK,2016-12-11,CD5346826,Family Visit,Kuala Lumpur,PIA,205301,452518,657819
TRV-2021-890474,17301-1001216-2,Mariam Malik,"House 833, Street 4, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2021-09-26,PK3748713,Umrah,Riyadh,SereneAir,882211,229794,1112005
TRV-2018-568194,17301-1001349-3,Rabia Noor Sahib,"House 504, Street 21, University Road, Peshawar",Peshawar,KPK,2018-07-05,CD5181192,Tourism,Bangkok,Emirates,164749,1217842,1382591
TRV-2020-129178,17301-1001349-3,Rabia Noor,"House 504, Street 21, University Road, Peshawar",Peshawar,KPK,2020-08-09,CD8736572,International,Riyadh,Emirates,817014,628696,1445710
TRV-2020-485338,17301-1001349-3,Rabia Noor Sahib,"House 504, Street 21, University Road, Peshawar",Peshawar,KPK,2020-11-09,PK1067554,Umrah,Doha,Turkish Airlines,485426,217822,703248
